"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"instagram","Instagram Followers [75% Turkey] [Refill: No] [Max: 15K] [Start Time: 1 Hour] [Speed: 4K/Day]","6.125","4.375","50","15000","wizsmm","54d521fd-1bcd-431c-8b33-fbbefcf51187"
"instagram","🇹🇷 Instagram Followers [TURKEY - 90% FEMALE] [No Refill] [Max: 50K] [Start Time: 1 Hour] [Speed: 5K/Day]","9.625","6.875","50","50000","wizsmm","5890c3f1-4c91-4dd4-939b-9ecb1178a596"
"instagram","🇧🇷 Instagram Power Comments [10K+ Followers] [BR] [Random 5 Comments] [EXPLORE PAGE] [Max: 5] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","2.52","1.8","1000","1000","wizsmm","413b5e2d-3d62-42d0-b032-d04aeeb1bd0d"
"instagram","🇹🇷 Instagram Artist VERIFIED Comments [1 Comment] [Refill: No] [Start Time: 0-6 Hours] [Speed: Instant after Start Time]","1.75","1.25","1","1","wizsmm","20e04dfd-d570-4ca6-9784-ed091f6c1afd"
"instagram","🇹🇷 Instagram Artist VERIFIED Comments [2 Comments] [Refill: No] [Start Time: 0-6 Hours] [Speed: Instant after Start Time]","2.625","1.875","1","1","wizsmm","e9d09a69-1ea1-4005-bc8e-c0bdb618ad63"
"instagram","🇹🇷 Instagram Artist VERIFIED Comments [3 Comments] [Refill: No] [Start Time: 0-6 Hours] [Speed: Instant after Start Time]","3.5","2.5","1","1","wizsmm","abf064d0-e345-4837-9583-880a08aa537e"
"instagram","🇹🇷 Instagram Artist VERIFIED Comments [4 Comments] [Refill: No] [Start Time: 0-6 Hours] [Speed: Instant after Start Time]","5.25","3.75","1","1","wizsmm","d67e8eb8-fcb1-446b-863a-5b75ca87d5a8"
"instagram","🇹🇷 Instagram Artist VERIFIED Comments [5 Comments] [Refill: No] [Start Time: 0-6 Hours] [Speed: Instant after Start Time]","6.125","4.375","1","1","wizsmm","69f6c309-4121-4f72-b50c-a3195ec2176f"
"instagram","🇹🇷 Instagram Artist VERIFIED Comments [6 Comments] [Refill: No] [Start Time: 0-6 Hours] [Speed: Instant after Start Time]","7","5","1","1","wizsmm","97abe225-80b3-4109-97d6-2079605ab76a"
"instagram","Instagram Auto Likes [Max: 50K] [BOTS] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: 3K/Day] ⛔","0.3378","0.2413","50","50000","wizsmm","42c5f8aa-8a95-4398-adb6-9a277a167eee"
"instagram","Instagram HQ Likes [Max: 100K] [Start Time: 0 - 1 Hour] [Speed: 10K/Day] 💧","1.05","0.75","1","10000000","wizsmm","42cb68fe-8f0f-43dd-908e-e98ece955126"
"instagram","Instagram Auto Likes [Max: 1K] [USA 🇺🇸 ] [Refill: No] [Speed: 1K/Day] [Start Time: 0 - 1 Hours]","5.6","4","20","20000","wizsmm","42e65bdb-dd05-43c7-99e7-de2b2d990be3"
"instagram","🇧🇷 Instagram Followers [BRAZIL] [Refill: 30D] [Max: 100K] [Start Time: 0 - 3 Hours] [Speed: 25K/Day] ♻️ ⛔️💧","8.925","6.375","10","100000","wizsmm","435044fb-5c63-4172-b237-e692b1e5c63f"
"instagram","🇮🇹Instagram Auto Comments [ITALY - RANDOM] [NON DROP] [Max: 2.5K] [Start Time: 4 Hours] [Speed: 1K/Day]","78.75","56.25","10","3000","wizsmm","aff86665-6d9f-4cbf-acdb-6687848dacd7"
"instagram","Instagram Followers [MIX] [Refill: No] [Max: 150K] [Start Time: 3 Hour] [Speed: 5K/Day] 💧","8.335","5.9536","10","10000000","wizsmm","4474ff9e-b8b0-4ce7-8e51-6e64b7f633b6"
"instagram","Instagram Auto Random Comments [Female] [High quality ] [Refill: LIFETIME] [Max: 5K] [Start Time: 0-6 Hours] [Speed: 1K/Day] ♻️","5.25","3.75","25","50000","wizsmm","48f9a9f1-19d4-4d8e-abec-7fc225da57fb"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Growth Package [100] [30 Days]","142.8","102","1","1","wizsmm","44877333-9108-4753-b1ae-ef6f8a3bbbce"
"instagram","🇳🇬 Instagram Auto Comments Nigeria [Max: 2K] [Start Time: 1 Hour] [Speed: 100/Day]","91","65","50","2500","wizsmm","137eb52e-5be0-43c9-b473-c1bf325eff63"
"instagram","Instagram Auto Comments [Random] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: 5K/Day]","6.125","4.375","10","50000","wizsmm","818d7878-9c9f-4829-be44-09a5be81d267"
"instagram","Instagram Auto Comments [from VERIFIED accounts] [Random - USA/EUROPE] [Max: 20] [Start Time: 0-12 Hours] [Speed: 24 Hours Delivery]","1575","1125","1","12","wizsmm","3f24521d-0206-49d7-85f0-89b9c3fd81d1"
"instagram","Instagram Auto FEMALE Comments [10K+ Followers] [Random 40 Comments] [Max: 40] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","5.25","3.75","1000","1000","wizsmm","6d1ac26e-2208-4a05-97a9-bc96e49ec690"
"instagram","Instagram Auto Comments [AI Releveant] [Refill: No] [Max: 20K] [Start Time: 0 - 2 Hrs] [Speed: Up to 3K/D]","26.25","18.75","1","20000","wizsmm","367be58e-97f2-4292-9a77-3eacd243f37e"
"instagram","Instagram Followers [Max 500K] [WORKING AFTER UPDATE] [Start Time: 0 - 1Hr] [Refill: No] [Speed: 150K/D] ⛔💧","1.7325","1.2375","10","10000000","wizsmm","467a2895-9ea0-4773-a8cf-d7c7441d89af"
"instagram","Instagram Auto Likes [Refill: Auto-Refill 30 Days] [50K] [HQ] [Start Time: Instant] [Speed: 30K/Day] 💧⛔️♻️","0.175","0.125","10","50000","wizsmm","467a5712-343d-4cbe-9455-1de661d97551"
"instagram","Instagram Likes [Max: 50K] [Start Time: 0-1 Hour] [Speed: INSTANT] 💧⚡🔥⛔","0.2953","0.2109","50","50000","wizsmm","46a66e38-a686-443d-8b36-5fa3ab6c7f3a"
"instagram","Instagram Likes [BOTS] [Refill: No] [Max: 10K] [Start time: 1 Hour] [Speed: 10K/Day] 💧⛔️","0.1938","0.1384","10","999001","wizsmm","46c20057-9f0b-4783-8cea-6631fb32f2b7"
"instagram","Instagram Likes [Max: 200K] [Start Time: 1 Hour] [Speed: 50K/Day] 💧⛔️","0.21","0.15","50","200000","wizsmm","480d40e2-f719-46bc-aa67-34e8da38456a"
"instagram","Instagram Story Views [Max: 30K] [Start Time: 0-1 Hour] [Speed: 30K/Day]","0.105","0.075","10","50000","wizsmm","48115de0-f5a8-420b-9eab-7e7c19ae3b62"
"instagram","Instagram Views [Max: 10M] [Start Time: 0-1 Hour] [Speed: 500K/Day]","0.0088","0.0063","100","100000000","wizsmm","76dd7470-cfce-425c-9480-73030b1308bc"
"instagram","🔥🔥🔥 [EXCLUSIVE] Instagram Followers [Spam On] [Refill: 65 Days] [Max: 100K/username - 700/order] [Start Time: 0-1 Hour] [Speed: 700/Day] ♻️🔥🔥🔥","1.0584","0.756","700","700","wizsmm","495d7079-a939-4d6c-b153-75404a084525"
"instagram","Instagram Followers [SPAM ON] [Refill: 365D] [Max: 1M] [Start Time: 0-1 Hour] [Speed: 100K/Day] 💧⛔♻️🔥","6.825","4.875","10","10000000","wizsmm","496648ea-62bb-4651-9d17-4846c4a564b3"
"instagram","🇺🇸 Instagram Likes [USA] [Refill: 30D] [Max: 4K] [Start Time: 0 - 1 Hr] [Speed: 3K/D]","2.1","1.5","20","4000","wizsmm","49ce5726-7116-49da-93b1-a382266095ed"
"instagram","Instagram Auto Likes [Refill: 30D] [Max: 200K] [Start Time: 0-1 Hour] [Speed: 15K/Day] ⛔","0.35","0.25","50","50000","wizsmm","49ee709b-a2da-4f24-821f-7676ff501050"
"instagram","Instagram Followers [SPAM OFF] [Refill: 15D] [Max: 5K] [Start Time: 0-1 Hr] [Speed: Up to 100K/D] 💧⛔♻️","2.7125","1.9375","10","5000000","wizsmm","4bb50be6-8262-402a-82aa-3114c09ac8c0"
"instagram","🇧🇷 Instagram Power Comments [10K+ Followers] [BR] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","7.14","5.1","1000","1000","wizsmm","4bbee97a-9d13-4ab1-bab5-f9b4ebd2bb73"
"instagram","🌎 WW Instagram Power Comments [10K+ Followers] [Random 80 Comments] [EXPLORE PAGE] [Max: 80] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","10.08","7.2","1000","1000","wizsmm","4c0e5624-7504-4c43-a60a-0df38700f8ff"
"instagram","🇪🇬Instagram VERIFIED Followers [EGYPTIAN] [4 Followers] [1 ORDER PER ACCOUNT] 🔵","5.1559","3.6828","1","1","wizsmm","4c7f0165-2555-4b9c-b1ec-21ea4d07d3e9"
"instagram","Instagram Live Video Likes [Refill: No] [Max: 10K] [Start Time: INSTANT] [Speed: INSTANT]","0.28","0.2","200","10000","wizsmm","4cd78c71-e7f1-438a-b9ff-8c0701377642"
"instagram","Instagram Followers [Max: 100K] [Refill: 30 Days] [Start Time: 0 - 1 Hour] [Speed: Up to 10K/Day] ♻️","1.6017","1.1441","10","85000","wizsmm","4f07e99a-e963-43ad-a07b-9e15224560fb"
"instagram","🔥🔥🔥 [EXCLUSIVE] Instagram Followers [Spam On] [Refill: 65 Days] [Max: 100K/username - 7.5K/order] [Start Time: 0-1 Hour] [Speed: 7.5K/Day] ♻️🔥🔥🔥","1.0584","0.756","7500","75000","wizsmm","4f82dbd3-3d91-403f-a89e-24b9137f1bda"
"instagram","Instagram Followers [Max:100k] [NO REFILL] [Start Time 0-1 Hr] [Speed :10k/Day]","3.4825","2.4875","10","5000000","wizsmm","57587906-ffe4-46ff-bcd5-cf5121dddc2f"
"instagram","Instagram Followers [Max 250K] [Start Time: 0 - 1Hr] [Refill: No] [Speed: Up to 50K/D] 💧⛔","0.91","0.65","10","1000000","wizsmm","576aeade-634d-448b-b086-8a8a9b330b6c"
"instagram","Instagram Followers [WORKING - SPAM ON] [Max: 1M] [Refill: No] [Start Time: 0 - 1 Hr] [Speed: 50K/D] 💧⛔️","4.4625","3.1875","10","1000000","wizsmm","598e7b7e-25d2-4f96-a5f3-a2f5a15a2c03"
"instagram","Instagram Auto Likes [Max: 100K] [Start Time: 0-1 Hour] [Speed: 15K/Day] ⛔️","0.4603","0.3288","10","50000","wizsmm","5991bb87-3833-40dc-a3d2-1578505cfe71"
"instagram","Instagram Followers [Refill: 90D] [Max: 1M] [Start Time: 0-1 Hr] [Speed: Up to 250K/D] ♻️💧⛔","1.1375","0.8125","10","10000000","wizsmm","59b0d0f0-9944-4097-9ac1-97bde3462121"
"instagram","Instagram PRANK Followers [READ DESCRIPTION] [Refill: No] [Max: 5K] [Start Time: Instant] [Speed: 5K/Day]","0.9702","0.693","10","10000000","wizsmm","59c883f9-09c5-42af-b793-757236e98dff"
"instagram","Instagram Auto Likes + Impressions + Reach + Views [English Private Profiles] [Refill: No] [Max: 1.5K] [Start Time: 0-1 Hour] [Speed: 1 Hour] 🔥🔥🔥","2.8","2","5","50000","wizsmm","5a4fb07f-7a1d-4436-8bf3-d97cdb1c768a"
"instagram","Instagram Followers [Drops 5-20%] [Auto-Refill: 30 Days] [Max: 20K] [Start Time: 1 Hour] [Speed: 5K/Day] ♻️","2.1294","1.521","20","20000","wizsmm","5a69456a-6ebd-4fa5-a20d-53de85fa80de"
"instagram","Instagram Comment Likes [COMMENT LINK] [Refill: No] [Max: 1K] [Start Time: 0-1 Hr] [Speed: 1K/D]💧","1.225","0.875","20","1000","wizsmm","5b88ad33-0844-4fe9-aa09-36901d2f5185"
"instagram","Instagram Likes [10K] [AFRICAN] [1H - 10K/Day]","55.3","39.5","100","10000","wizsmm","5b90f40d-12e7-4c02-a0ed-203966d7f40c"
"instagram","Instagram Profile Visits / Views [Max: 100K] [Start Time: 0-1 Hour] [Speed: 10K/Hour]","0.175","0.125","10","1000000","wizsmm","5bb77ecc-d61d-4ac1-ae39-78a568529c3a"
"instagram","Instagram Followers [WORKING] [Refill: No] [Max: 1M] [Start Time: 0 - 3Hrs] [Speed: 2K/D] 💧⛔️","1.1165","0.7975","10","10000000","wizsmm","5bba0366-ba21-4867-8d11-2603dc5d45f9"
"instagram","Instagram Story Views [Max: 40K] [Start Time: 0-1 Hr] [Speed: 40K/D]💧⛔","0.105","0.075","50","10000","wizsmm","5c057b9b-09df-4894-95bf-69007bba48c4"
"instagram","Instagram Impressions [Max: 1M] [Start Time: 0-1 Hour] [Speed: INSTANT]","0.0977","0.0698","10","1000000","wizsmm","5c6d3305-253a-4a5b-b0ca-c82d40d4d7cc"
"instagram","Instagram Followers [Max 20K] [WORKING AFTER UPDATE]  [Start Time: 0 - 1Hr] [Refill: No] [Speed: 20K/D] 💧⛔","3.15","2.25","10","20000","wizsmm","5c95ed23-9cca-4d2f-b717-7175029dda76"
"instagram","🔥🔥🔥 [EXCLUSIVE] Instagram Followers [Spam On] [Refill: 65 Days] [Max: 100K/username - 11K/order] [Start Time: 0-1 Hour] [Speed: 5-10K/Day] ♻️🔥🔥🔥","1.0584","0.756","11000","11000","wizsmm","5c99db54-4953-4e7f-b882-9b3ebaaa8d85"
"instagram","Instagram Followers [Refill: 30 Days] [Max: 1M] [Start Time: 0-1 Hour] [Speed: 50K/Day] ♻️","5.9569","4.2549","10","1000000","wizsmm","5ca2d839-9147-4afa-9019-3caa9c24d630"
"instagram","Instagram Auto Views + Impressions [Max: 5M] [Start Time: 1 Hour] [Speed: 500K/Day]","1.68","1.2","100","100000000","wizsmm","5ce88639-a6f1-4555-9678-499d07d9469a"
"instagram","Instagram Likes [FROM APP] [Refill: No] [Max: 100K] [Start Time: 0 - 1 Hour] [Speed: Up to 5K/Day]","1.2953","0.9252","100","100000","wizsmm","5f697601-24ab-4990-ad90-5857b94a7bde"
"instagram","Instagram Followers [Refill: No] [Max: 500K] [Start Time: 0 - 2 Hrs] [Speed: Up to 50K/D]💧","0.63","0.45","50","1000000","wizsmm","6136a0d4-c8f1-4644-aec5-c3692867fe5e"
"instagram","Instagram Followers [Refill: No] [Max: 5K] [Start Time: 1 Hour] [Speed: 5K/Day]","2.9515","2.1082","20","100000","wizsmm","61417a0b-4952-449f-bcc7-9fa28c916d55"
"instagram","Instagram Followers [Max 50K] [Start Time: 0 - 1Hr] [Refill: 30D] [Speed: Up to 100K/D] 💧⛔","0.9975","0.7125","10","1000000","wizsmm","63038f61-9262-4ea5-baa6-fabc30cd281b"
"instagram","Instagram Female Likes [Engagement Booster] [Start Time: 0 - 1 Hour] [Speed: 1K/Day]","1.4","1","100","1000","wizsmm","642a5deb-c5c3-4990-8b02-c519817e6199"
"instagram","🇪🇬Instagram VERIFIED Comments [EGYPTIAN] [5 Comments] 🔵","6.4058","4.5756","1","1","wizsmm","c1d841b8-d4e5-4f26-9f30-160fc2d690ba"
"instagram","🇫🇷 Instagram Likes [FRANCE] [Refill: No Drop] [Max: 1K] [Start Time: 0 - 3 Hrs] [Speed: Up to 200/D] 💧","10.92","7.8","25","1000","wizsmm","66cf1a6b-9724-463c-8e9f-c85998f6d145"
"instagram","Instagram Followers [Refill: No] [Max: 300K] [Start Time: 0 - 2 Hrs] [Speed: Up to 200K/D] 💧⛔️","0.7","0.5","100","1000000","wizsmm","67c36af8-5f87-4c44-bea4-5193fd33bde2"
"instagram","🇺🇸 Instagram Likes [USA] [Refill: No] [Max: 5K] [Start Time: 0-1 Hour] [Speed: 5K/Day]","2.4142","1.7244","20","20000","wizsmm","67d0271d-d65a-41d7-9f0d-8defa7004f22"
"instagram","Instagram Auto Likes [MIX] [NO REFILL] [Max: 150K] [Start Time: 0-1 Hour] [Speed: 5K/Day] 💧🔥","0.315","0.225","10","500000","wizsmm","67f8ee9b-c512-40d4-b83c-54305468a7bd"
"instagram","🇮🇳 Instagram Likes [INDIA] [Refill: 30D] [Max: 100K] [Start Time: Instant] [Speed: 15K/Day]","3.136","2.24","10","100000","wizsmm","68096504-f845-446b-9c82-76b2b60593b1"
"instagram","Instagram Likes [ADS] [Refill: No] [Max: 50K] [Start time: 1 Hour] [Speed: 5K/Day]","3.325","2.375","50","50000","wizsmm","681a9867-f844-4815-a93c-494a929ad01a"
"instagram","Instagram Followers [Refill: 7 Days] [Max: 10K] [Start Time: 1 Hour] [Speed: 500/Hour] ♻️","5.95","4.25","10","20000","wizsmm","6874a406-a62c-405e-b748-586e8b514702"
"instagram","🇪🇺  Instagram Followers [EUROPE] [Max: 1.5k] [Start Time: 0 - 1 Hour] [Speed: Up to 500/Day]","529.2","378","5","800","wizsmm","687e8035-02aa-4f46-9613-d2b74b9ee3c2"
"instagram","Instagram Followers [Max:20K] [Refill: No] [Speed: 20K/D] [Start Time: 0 - 1Hr] 💧","0.6475","0.4625","20","20000","wizsmm","6a7ad767-c75f-47fe-a598-8ce0fb743f96"
"instagram","Instagram Views [ALL VIDEOS / PRVT] [Max: 10M] [Start Time: 0-1 Hour] [Speed: 500K/Day]","2.1","1.5","100","100000000","wizsmm","6aa56737-a746-49af-9af0-dab866af710c"
"instagram","Instagram Likes [Refill: No] [Max: 200K] [Start Time: 0-1 Hour] [Speed: 200K/Day] ⚡⛔","0.315","0.225","10","200000","wizsmm","6aa93d2a-781f-42bc-8400-9269aefdb546"
"instagram","Instagram Followers [SPAM OFF] [Refill: No] [Max: 1M] [Start Time: 0-1 Hour] [Speed: 20K/D] 💧⛔","0.5075","0.3625","10","1000000","wizsmm","6bac3ce2-e090-4b27-b83b-e1d3cb071936"
"instagram","Instagram Likes [Refill: No] [Max: 80K] [Start Time: 0 - 1 Hour] [Speed: 80K/Day] 💧","0.1155","0.0825","10","500000","wizsmm","6bc05f2b-a206-4014-a65c-62bc410010f3"
"instagram","Instagram Impression [Home] [Max: 10K] [Start Time: 0-1 Hour] [Speed: 10K/Day]","0.1007","0.0719","10","1000000","wizsmm","6bd1c98c-bf22-4a1a-8a14-1420b345ec2b"
"instagram","🇨🇳 Instagram Likes [CHINA] [Refill: No] [Max: 6K] [Start Time: Instant] [Speed: 3K/Day]","2.1","1.5","20","6000","wizsmm","6c0fecb2-11a5-4dc3-a876-7c898a0bef7f"
"instagram","Instagram Likes [NO DROP] [Auto-Refill: 7 Days] [Max: 20K] [Start Time: 0-1 Hour] [Speed: 10K/Day] 🔥💧♻️⛔️","0.5891","0.4208","10","20000","wizsmm","6c113020-fa15-4fa2-944c-fe91a4cd131b"
"instagram","Instagram Views [All Videos] [Max: 100M] [Start Time: 0 - 1 Hours] [Speed: 10M/Day] ⚡💧","0.1646","0.1176","100","100000000","wizsmm","6c45f37f-87ac-4de4-9cac-ba5676d3bade"
"instagram","🇹🇷 Instagram VERIFIED Followers [From Youtuber:  @mehmetuygaraksuu]","18.48","13.2","1","1","wizsmm","6c65d7c5-4f96-49b1-8e82-05b53e3d4ad8"
"instagram","Instagram Auto Likes [Max: 5K] [Start Time: 0-1 Hour] [Speed: INSTANT] 💧⛔⚡🔥","0.1155","0.0825","50","20000","wizsmm","6cda79a9-ba81-4995-9f33-d32e9c94ebc0"
"instagram","Instagram Likes [MQ] [Refill: 180 Days] [Max: 50K] [Start Time: 0-1 Hour] [Speed: INSTANT] ♻️⚡","1.7475","1.2482","50","50000","wizsmm","6cf38576-91ab-4c72-b730-86465886af30"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","7.728","5.52","1000","1000","wizsmm","6d29c19d-a5fb-4abe-8e40-3a22cb88cf63"
"instagram","Instagram Likes [Max: 2K] [UK 🇬🇧 ] [Refill: No] [Speed: 2K/Day] [Start Time: 0 - 1 Hours]","5.775","4.125","20","2000","wizsmm","6dbe85f7-e6a9-4889-9422-0bcfc540e1b9"
"instagram","🇺🇸 Instagram Likes [USA - AFRO] [Refill: No Drop] [Max: 1K] [Start Time: 0 - 3 Hrs] [Speed: Up to 1K/D] 💧","10.92","7.8","50","10000","wizsmm","6decb989-bd75-4eb9-836f-01e5d78331c5"
"instagram","Instagram Followers [Max:10M] [Refill: NO] [Speed: Up to 150K/D] [Start Time: Instant] ⛔💧","1.5575","1.1125","10","10000000","wizsmm","6dfc0fdd-2a34-43a0-9b0d-beebc9ce017f"
"instagram","Instagram Followers [Max 1M] [WORKING - SPAM ON] [Start Time: 0 - 1 Hrs] [Refill: No] [Speed: Up to 70K/D] 💧⛔","3.5875","2.5625","10","1000000","wizsmm","6e0eb038-c06c-4916-8700-df25a526144d"
"instagram","Instagram Views [All Videos] [Max: 100M] [Start Time: 0 - 1 Hours] [Speed: 20M/Day] ⚡💧⛔","0.0087","0.0062","100","100000000","wizsmm","6f7d0467-e84b-43ea-9df7-7d1abfe7892e"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 100 Comments] [EXPLORE PAGE] [Max: 100] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","15.12","10.8","1000","1000","wizsmm","6fd32e04-0dc4-4562-ab44-c552ca8f5fe7"
"instagram","Instagram Reach + Impressions [Max: 100K] [Start Time: INSTANT] [Speed: 100k/Hr]","0.7","0.5","10","1000000","wizsmm","719aacd4-66ac-4254-9771-a3ad7c94b086"
"instagram","Instagram Likes [Refill: No] [Max: 30K] [Start Time: 0 - 1 Hour] [Speed: 30K/Day] 💧⛔️","0.3385","0.2418","10","30000","wizsmm","71b8f32f-6c3f-44e0-abfe-b21b3e408461"
"instagram","ID:3 | Instagram Followers | 100-300K/D - R90 | Drop Rate: 0-5%","2.66","1.9","10","1000000","wizsmm","0021b9dc-49f3-4115-b84f-5ad2b81874cc"
"instagram","Instagram Auto Likes [HQ] [Refill: AR30] [Max: 100K] [Start Time: 0-1 Hour] [Speed: FAST] ⛔","0.3325","0.2375","10","100000","wizsmm","7230cc4f-eb15-4e11-b714-c16b7f4187d4"
"instagram","Instagram Likes [Drops LOW] [Refill: AR30D] [Max: 50K] [Start Time: 0-1 Hour] [Speed: 10K/D]♻️💧⛔","0.6125","0.4375","10","50000","wizsmm","7230f011-7935-45ec-9eb5-5cd6051e0469"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 5 Comments] [EXPLORE PAGE] [Max: 5] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","2.856","2.04","1000","1000","wizsmm","73be9503-e16f-40e8-bbd5-feef7d9352e6"
"instagram","Instagram Likes [Refill: 90D] [Max: 250k] [Start Time: 0 - 3 Hrs] [Speed: 25K/D] 💧♻️⛔️","0.0974","0.0696","1","1000000","wizsmm","74a84a01-d092-4e9c-bde1-1d774aa3c3f4"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","7.728","5.52","1000","1000","wizsmm","7505f6bd-1199-40f6-8f34-c307d9416e5d"
"instagram","Instagram Likes [Drops 5-7%] [Refill: 30D] [Max: 10K] [Start Time: 0-1 Hour [Speed: 1-2K/Hour]","0.3255","0.2325","10","10000","wizsmm","751165c1-78f8-41bf-9a1d-5513450b41bd"
"instagram","Instagram Followers [5M] [Refill: No] [Start Time: 0 - 3 Hrs] [Speed: 100K/D]💧⛔","1.2075","0.8625","10","200000","wizsmm","75860428-1028-47ee-9ca1-b0080b8b2a9f"
"instagram","Instagram Followers[Refill: 365D] [Max: 5M] [Start Time: 0 - 2Hrs] [Speed: Up to 20K/D] ♻️💧⛔","0.945","0.675","50","50000000","wizsmm","75949b0b-f789-462d-bc91-fc35c01f5ec0"
"instagram","🇮🇹Instagram Followers [ITALY 18+] [Refill: No] [Max: 10K] [Start Time: 4 Hours] [Speed: 100/Day]","49.9608","35.6863","10","5000","wizsmm","7611d720-1c4e-4cba-8ffd-54e0dcf1d82f"
"instagram","Instagram Reel Views [Max: 5M] [Start Time: 0-1 Hour] [Speed: 500K/Day]","0.0088","0.0063","100","100000000","wizsmm","765575f5-2426-4451-a467-c001a9025ea6"
"instagram","🇰🇷 Instagram Power Comments [10K+ Followers] [SOUTH KOREA] [Random 5 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","2.52","1.8","1000","1000","wizsmm","7687a317-5d40-494d-aad8-4842516b865a"
"instagram","Instagram Likes [NON DROP] [Max: 5K] [Start Time: 0-1 Hour] [Speed: 500/Hour]","1.449","1.035","20","5000","wizsmm","77d7bd86-0534-41f1-a87e-050b160085c9"
"instagram","Instagram Likes [Refill: No] [Max: 150K] [Start Time: 0-1 Hour] [Speed: 100K/Day] ⛔💧","0.21","0.15","10","300000","wizsmm","77ffdd64-4fc0-434c-b793-75f6e462735d"
"instagram","Instagram Turkmenistan Likes [Max: 50K] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: 5K/Day]","6.2125","4.4375","10","1000000","wizsmm","7800a6b6-2f5d-49e2-af07-9a1f001fe1c5"
"instagram","Instagram FEMALE Comments [10K+ Followers] [Random 20 Comments] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","6.72","4.8","1000","1000","wizsmm","784f8f15-035e-4858-af1e-43f2362771b6"
"instagram","Instagram Saves [Max: 400K] [Start Time: 0-1 Hour] [Speed: 100K/Day] 💧","0.28","0.2","10","1000000","wizsmm","7858ff48-ca12-400a-8142-4004c28c0019"
"instagram","🇸🇦 Instagram Power Comments [10K+ Followers] [Random ARABIC 5 Comments] [EXPLORE PAGE] [Max: 5] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","2.52","1.8","1000","1000","wizsmm","786d04ba-3848-4049-ad2e-fdc0e864e3d3"
"instagram","🇺🇸 Instagram Followers [USA] [MIX] [Refill: 30D] [Max: 100K] [Start Time: 0 - 24 Hrs] [Speed: 5K/D] 💧⛔♻️","6.65","4.75","5","1000000000","wizsmm","788611ab-13c8-4bfe-b214-2901f296d3cc"
